timestamp,index,utilization.gpu [%],memory.used [MiB],memory.free [MiB]
2026/05/23 06:32:02.321, 0, 0, 0, 32495
2026/05/23 06:32:02.322, 1, 0, 0, 32495
2026/05/23 06:32:02.322, 2, 0, 0, 32495
2026/05/23 06:32:02.323, 3, 0, 0, 32495
2026/05/23 06:32:02.323, 4, 0, 0, 32495
2026/05/23 06:32:02.324, 5, 0, 0, 32495
2026/05/23 06:32:02.325, 6, 0, 0, 32495
2026/05/23 06:32:02.325, 7, 0, 0, 32495
2026/05/23 06:32:04.204, 0, 0, 16, 32479
2026/05/23 06:32:04.209, 1, 0, 16, 32479
2026/05/23 06:32:04.211, 2, 0, 16, 32479
2026/05/23 06:32:04.214, 3, 0, 16, 32479
2026/05/23 06:32:04.215, 4, 0, 16, 32479
2026/05/23 06:32:04.216, 5, 0, 16, 32479
2026/05/23 06:32:04.219, 6, 0, 16, 32479
2026/05/23 06:32:04.225, 7, 0, 16, 32479
2026/05/23 06:32:05.361, 0, 1, 312, 32183
2026/05/23 06:32:05.362, 1, 1, 20812, 11683
2026/05/23 06:32:05.363, 2, 0, 312, 32183
2026/05/23 06:32:05.366, 3, 0, 20812, 11683
2026/05/23 06:32:05.367, 4, 1, 20812, 11683
2026/05/23 06:32:05.368, 5, 1, 17406, 15089
2026/05/23 06:32:05.369, 6, 1, 17386, 15109
2026/05/23 06:32:05.374, 7, 1, 11582, 20913
2026/05/23 06:32:06.472, 0, 2, 21794, 10701
2026/05/23 06:32:06.472, 1, 2, 20812, 11683
2026/05/23 06:32:06.472, 2, 2, 20812, 11683
2026/05/23 06:32:06.473, 3, 2, 20812, 11683
2026/05/23 06:32:06.473, 4, 2, 20812, 11683
2026/05/23 06:32:06.473, 5, 2, 17406, 15089
2026/05/23 06:32:06.474, 6, 2, 17386, 15109
2026/05/23 06:32:06.474, 7, 2, 11582, 20913
2026/05/23 06:32:07.576, 0, 2, 21794, 10701
2026/05/23 06:32:07.576, 1, 2, 20812, 11683
2026/05/23 06:32:07.576, 2, 2, 20812, 11683
2026/05/23 06:32:07.577, 3, 2, 20812, 11683
2026/05/23 06:32:07.577, 4, 2, 20812, 11683
2026/05/23 06:32:07.577, 5, 2, 17406, 15089
2026/05/23 06:32:07.577, 6, 2, 17386, 15109
2026/05/23 06:32:07.577, 7, 2, 11582, 20913
2026/05/23 06:32:08.676, 0, 2, 21794, 10701
2026/05/23 06:32:08.677, 1, 2, 20812, 11683
2026/05/23 06:32:08.677, 2, 2, 20812, 11683
2026/05/23 06:32:08.677, 3, 2, 20812, 11683
2026/05/23 06:32:08.677, 4, 2, 20812, 11683
2026/05/23 06:32:08.677, 5, 2, 17406, 15089
2026/05/23 06:32:08.678, 6, 3, 17386, 15109
2026/05/23 06:32:08.678, 7, 2, 11582, 20913
2026/05/23 06:32:09.761, 0, 2, 21794, 10701
2026/05/23 06:32:09.761, 1, 2, 20812, 11683
2026/05/23 06:32:09.762, 2, 2, 20812, 11683
2026/05/23 06:32:09.762, 3, 2, 20812, 11683
2026/05/23 06:32:09.762, 4, 2, 20812, 11683
2026/05/23 06:32:09.762, 5, 2, 17406, 15089
2026/05/23 06:32:09.763, 6, 2, 17386, 15109
2026/05/23 06:32:09.763, 7, 2, 11582, 20913
2026/05/23 06:32:10.858, 0, 2, 21794, 10701
2026/05/23 06:32:10.859, 1, 3, 20812, 11683
2026/05/23 06:32:10.859, 2, 2, 20812, 11683
2026/05/23 06:32:10.860, 3, 2, 20812, 11683
2026/05/23 06:32:10.860, 4, 3, 20812, 11683
2026/05/23 06:32:10.861, 5, 2, 17406, 15089
2026/05/23 06:32:10.861, 6, 3, 17386, 15109
2026/05/23 06:32:10.862, 7, 2, 11582, 20913
2026/05/23 06:32:11.966, 0, 2, 21794, 10701
2026/05/23 06:32:11.966, 1, 3, 20812, 11683
2026/05/23 06:32:11.967, 2, 2, 20812, 11683
2026/05/23 06:32:11.967, 3, 2, 20812, 11683
2026/05/23 06:32:11.968, 4, 3, 20812, 11683
2026/05/23 06:32:11.968, 5, 2, 17406, 15089
2026/05/23 06:32:11.968, 6, 3, 17386, 15109
2026/05/23 06:32:11.969, 7, 3, 11582, 20913
2026/05/23 06:32:13.057, 0, 2, 21794, 10701
2026/05/23 06:32:13.057, 1, 2, 20812, 11683
2026/05/23 06:32:13.058, 2, 2, 20812, 11683
2026/05/23 06:32:13.058, 3, 2, 20812, 11683
2026/05/23 06:32:13.058, 4, 3, 20812, 11683
2026/05/23 06:32:13.058, 5, 2, 17406, 15089
2026/05/23 06:32:13.059, 6, 3, 17386, 15109
2026/05/23 06:32:13.059, 7, 3, 11582, 20913
2026/05/23 06:32:14.126, 0, 3, 21794, 10701
2026/05/23 06:32:14.126, 1, 2, 20812, 11683
2026/05/23 06:32:14.127, 2, 2, 20812, 11683
2026/05/23 06:32:14.127, 3, 2, 20812, 11683
2026/05/23 06:32:14.127, 4, 3, 20812, 11683
2026/05/23 06:32:14.127, 5, 2, 17406, 15089
2026/05/23 06:32:14.128, 6, 3, 17386, 15109
2026/05/23 06:32:14.128, 7, 3, 11582, 20913
2026/05/23 06:32:15.216, 0, 28, 21794, 10701
2026/05/23 06:32:15.217, 1, 3, 20812, 11683
2026/05/23 06:32:15.217, 2, 2, 20812, 11683
2026/05/23 06:32:15.218, 3, 2, 20812, 11683
2026/05/23 06:32:15.218, 4, 2, 20812, 11683
2026/05/23 06:32:15.218, 5, 2, 17406, 15089
2026/05/23 06:32:15.219, 6, 2, 17386, 15109
2026/05/23 06:32:15.219, 7, 2, 11582, 20913
2026/05/23 06:32:16.324, 0, 2, 21794, 10701
2026/05/23 06:32:16.324, 1, 2, 20812, 11683
2026/05/23 06:32:16.324, 2, 2, 20812, 11683
2026/05/23 06:32:16.325, 3, 2, 20812, 11683
2026/05/23 06:32:16.325, 4, 2, 20812, 11683
2026/05/23 06:32:16.325, 5, 2, 17406, 15089
2026/05/23 06:32:16.325, 6, 2, 17386, 15109
2026/05/23 06:32:16.325, 7, 2, 11582, 20913
2026/05/23 06:32:17.449, 0, 3, 21794, 10701
2026/05/23 06:32:17.450, 1, 3, 20812, 11683
2026/05/23 06:32:17.450, 2, 2, 20812, 11683
2026/05/23 06:32:17.450, 3, 3, 20812, 11683
2026/05/23 06:32:17.450, 4, 3, 20812, 11683
2026/05/23 06:32:17.450, 5, 2, 17406, 15089
2026/05/23 06:32:17.451, 6, 3, 17386, 15109
2026/05/23 06:32:17.451, 7, 2, 11582, 20913
2026/05/23 06:32:18.533, 0, 3, 21794, 10701
2026/05/23 06:32:18.534, 1, 3, 20812, 11683
2026/05/23 06:32:18.534, 2, 2, 20812, 11683
2026/05/23 06:32:18.534, 3, 3, 20812, 11683
2026/05/23 06:32:18.534, 4, 3, 20812, 11683
2026/05/23 06:32:18.535, 5, 2, 17406, 15089
2026/05/23 06:32:18.535, 6, 3, 17386, 15109
2026/05/23 06:32:18.535, 7, 3, 11582, 20913
2026/05/23 06:32:19.659, 0, 3, 21794, 10701
2026/05/23 06:32:19.659, 1, 2, 20812, 11683
2026/05/23 06:32:19.659, 2, 2, 20812, 11683
2026/05/23 06:32:19.660, 3, 2, 20812, 11683
2026/05/23 06:32:19.660, 4, 3, 20812, 11683
2026/05/23 06:32:19.660, 5, 2, 17406, 15089
2026/05/23 06:32:19.660, 6, 3, 17386, 15109
2026/05/23 06:32:19.661, 7, 3, 11582, 20913
2026/05/23 06:32:20.730, 0, 3, 21794, 10701
2026/05/23 06:32:20.730, 1, 3, 20812, 11683
2026/05/23 06:32:20.730, 2, 3, 20812, 11683
2026/05/23 06:32:20.730, 3, 3, 20812, 11683
2026/05/23 06:32:20.731, 4, 3, 20812, 11683
2026/05/23 06:32:20.731, 5, 2, 17406, 15089
2026/05/23 06:32:20.731, 6, 3, 17386, 15109
2026/05/23 06:32:20.731, 7, 3, 11582, 20913
2026/05/23 06:32:21.813, 0, 2, 21794, 10701
2026/05/23 06:32:21.813, 1, 2, 20812, 11683
2026/05/23 06:32:21.814, 2, 2, 20812, 11683
2026/05/23 06:32:21.814, 3, 2, 20812, 11683
2026/05/23 06:32:21.814, 4, 2, 20812, 11683
2026/05/23 06:32:21.814, 5, 2, 17406, 15089
2026/05/23 06:32:21.814, 6, 2, 17386, 15109
2026/05/23 06:32:21.815, 7, 2, 11582, 20913
2026/05/23 06:32:22.931, 0, 3, 21794, 10701
2026/05/23 06:32:22.931, 1, 2, 20812, 11683
2026/05/23 06:32:22.931, 2, 2, 20812, 11683
2026/05/23 06:32:22.932, 3, 2, 20812, 11683
2026/05/23 06:32:22.932, 4, 2, 20812, 11683
2026/05/23 06:32:22.932, 5, 2, 17406, 15089
2026/05/23 06:32:22.933, 6, 12, 17386, 15109
2026/05/23 06:32:22.933, 7, 3, 11582, 20913
2026/05/23 06:32:24.047, 0, 2, 21794, 10701
2026/05/23 06:32:24.047, 1, 2, 20812, 11683
2026/05/23 06:32:24.047, 2, 2, 20812, 11683
2026/05/23 06:32:24.048, 3, 2, 20812, 11683
2026/05/23 06:32:24.048, 4, 2, 20812, 11683
2026/05/23 06:32:24.048, 5, 2, 17406, 15089
2026/05/23 06:32:24.049, 6, 2, 17386, 15109
2026/05/23 06:32:24.049, 7, 2, 11582, 20913
2026/05/23 06:32:25.161, 0, 2, 21794, 10701
2026/05/23 06:32:25.161, 1, 2, 20812, 11683
2026/05/23 06:32:25.161, 2, 2, 20812, 11683
2026/05/23 06:32:25.162, 3, 2, 20812, 11683
2026/05/23 06:32:25.162, 4, 2, 20812, 11683
2026/05/23 06:32:25.162, 5, 2, 17406, 15089
2026/05/23 06:32:25.162, 6, 2, 17386, 15109
2026/05/23 06:32:25.162, 7, 2, 11582, 20913
2026/05/23 06:32:26.251, 0, 3, 21794, 10701
2026/05/23 06:32:26.251, 1, 13, 20812, 11683
2026/05/23 06:32:26.252, 2, 3, 20812, 11683
2026/05/23 06:32:26.252, 3, 3, 20812, 11683
2026/05/23 06:32:26.252, 4, 3, 20812, 11683
2026/05/23 06:32:26.252, 5, 2, 17406, 15089
2026/05/23 06:32:26.252, 6, 4, 17386, 15109
2026/05/23 06:32:26.253, 7, 3, 11582, 20913
2026/05/23 06:32:27.363, 0, 2, 21794, 10701
2026/05/23 06:32:27.364, 1, 2, 20812, 11683
2026/05/23 06:32:27.364, 2, 2, 20812, 11683
2026/05/23 06:32:27.364, 3, 2, 20812, 11683
2026/05/23 06:32:27.365, 4, 5, 20812, 11683
2026/05/23 06:32:27.365, 5, 2, 17406, 15089
2026/05/23 06:32:27.365, 6, 2, 17386, 15109
2026/05/23 06:32:27.365, 7, 2, 11582, 20913
2026/05/23 06:32:28.477, 0, 2, 21794, 10701
2026/05/23 06:32:28.477, 1, 2, 20812, 11683
2026/05/23 06:32:28.478, 2, 2, 20812, 11683
2026/05/23 06:32:28.478, 3, 2, 20812, 11683
2026/05/23 06:32:28.479, 4, 5, 20812, 11683
2026/05/23 06:32:28.479, 5, 3, 17406, 15089
2026/05/23 06:32:28.479, 6, 2, 17386, 15109
2026/05/23 06:32:28.480, 7, 1, 11582, 20913
2026/05/23 06:32:29.621, 0, 2, 21794, 10701
2026/05/23 06:32:29.621, 1, 2, 20812, 11683
2026/05/23 06:32:29.622, 2, 2, 20812, 11683
2026/05/23 06:32:29.622, 3, 2, 20812, 11683
2026/05/23 06:32:29.622, 4, 1, 20812, 11683
2026/05/23 06:32:29.622, 5, 2, 17406, 15089
2026/05/23 06:32:29.623, 6, 2, 17386, 15109
2026/05/23 06:32:29.623, 7, 1, 11582, 20913
2026/05/23 06:32:30.733, 0, 5, 21794, 10701
2026/05/23 06:32:30.733, 1, 4, 20812, 11683
2026/05/23 06:32:30.734, 2, 3, 20812, 11683
2026/05/23 06:32:30.734, 3, 3, 20812, 11683
2026/05/23 06:32:30.734, 4, 2, 20812, 11683
2026/05/23 06:32:30.734, 5, 3, 17406, 15089
2026/05/23 06:32:30.735, 6, 19, 17386, 15109
2026/05/23 06:32:30.735, 7, 3, 11582, 20913
2026/05/23 06:32:31.824, 0, 3, 21794, 10701
2026/05/23 06:32:31.825, 1, 2, 20812, 11683
2026/05/23 06:32:31.825, 2, 2, 20812, 11683
2026/05/23 06:32:31.826, 3, 3, 20812, 11683
2026/05/23 06:32:31.826, 4, 3, 20812, 11683
2026/05/23 06:32:31.826, 5, 3, 17406, 15089
2026/05/23 06:32:31.827, 6, 15, 17386, 15109
2026/05/23 06:32:31.827, 7, 2, 11582, 20913
2026/05/23 06:32:32.894, 0, 3, 21794, 10701
2026/05/23 06:32:32.895, 1, 1, 20812, 11683
2026/05/23 06:32:32.895, 2, 2, 20812, 11683
2026/05/23 06:32:32.895, 3, 2, 20812, 11683
2026/05/23 06:32:32.896, 4, 2, 20812, 11683
2026/05/23 06:32:32.896, 5, 2, 17406, 15089
2026/05/23 06:32:32.896, 6, 2, 17386, 15109
2026/05/23 06:32:32.897, 7, 2, 11582, 20913
2026/05/23 06:32:34.028, 0, 10, 21794, 10701
2026/05/23 06:32:34.029, 1, 5, 20812, 11683
2026/05/23 06:32:34.029, 2, 2, 20812, 11683
2026/05/23 06:32:34.029, 3, 2, 20812, 11683
2026/05/23 06:32:34.029, 4, 2, 20812, 11683
2026/05/23 06:32:34.030, 5, 2, 17406, 15089
2026/05/23 06:32:34.030, 6, 5, 17386, 15109
2026/05/23 06:32:34.031, 7, 2, 11582, 20913
2026/05/23 06:32:35.153, 0, 10, 21794, 10701
2026/05/23 06:32:35.153, 1, 3, 20812, 11683
2026/05/23 06:32:35.153, 2, 2, 20812, 11683
2026/05/23 06:32:35.154, 3, 3, 20812, 11683
2026/05/23 06:32:35.154, 4, 2, 20812, 11683
2026/05/23 06:32:35.154, 5, 3, 17406, 15089
2026/05/23 06:32:35.154, 6, 8, 17386, 15109
2026/05/23 06:32:35.155, 7, 3, 11582, 20913
2026/05/23 06:32:36.246, 0, 2, 21794, 10701
2026/05/23 06:32:36.247, 1, 2, 20812, 11683
2026/05/23 06:32:36.247, 2, 2, 20812, 11683
2026/05/23 06:32:36.247, 3, 3, 20812, 11683
2026/05/23 06:32:36.247, 4, 1, 20812, 11683
2026/05/23 06:32:36.248, 5, 2, 17406, 15089
2026/05/23 06:32:36.248, 6, 7, 17508, 14987
2026/05/23 06:32:36.248, 7, 2, 11582, 20913
2026/05/23 06:32:37.363, 0, 2, 21794, 10701
2026/05/23 06:32:37.363, 1, 2, 20812, 11683
2026/05/23 06:32:37.364, 2, 2, 20812, 11683
2026/05/23 06:32:37.364, 3, 2, 20812, 11683
2026/05/23 06:32:37.364, 4, 1, 20812, 11683
2026/05/23 06:32:37.365, 5, 3, 17406, 15089
2026/05/23 06:32:37.365, 6, 0, 17508, 14987
2026/05/23 06:32:37.366, 7, 1, 11582, 20913
2026/05/23 06:32:38.479, 0, 3, 21794, 10701
2026/05/23 06:32:38.480, 1, 1, 20812, 11683
2026/05/23 06:32:38.480, 2, 2, 20812, 11683
2026/05/23 06:32:38.480, 3, 3, 20812, 11683
2026/05/23 06:32:38.480, 4, 3, 20812, 11683
2026/05/23 06:32:38.481, 5, 3, 17406, 15089
2026/05/23 06:32:38.481, 6, 0, 17508, 14987
2026/05/23 06:32:38.481, 7, 1, 11582, 20913
2026/05/23 06:32:39.568, 0, 3, 21794, 10701
2026/05/23 06:32:39.569, 1, 4, 20812, 11683
2026/05/23 06:32:39.569, 2, 2, 20812, 11683
2026/05/23 06:32:39.569, 3, 3, 20812, 11683
2026/05/23 06:32:39.569, 4, 4, 20812, 11683
2026/05/23 06:32:39.570, 5, 3, 17406, 15089
2026/05/23 06:32:39.570, 6, 0, 17508, 14987
2026/05/23 06:32:39.570, 7, 4, 11582, 20913
2026/05/23 06:32:40.659, 0, 15, 21794, 10701
2026/05/23 06:32:40.660, 1, 3, 20812, 11683
2026/05/23 06:32:40.660, 2, 3, 20812, 11683
2026/05/23 06:32:40.660, 3, 3, 20812, 11683
2026/05/23 06:32:40.661, 4, 3, 20812, 11683
2026/05/23 06:32:40.661, 5, 3, 17406, 15089
2026/05/23 06:32:40.661, 6, 0, 17508, 14987
2026/05/23 06:32:40.662, 7, 2, 11582, 20913
2026/05/23 06:32:41.772, 0, 13, 21794, 10701
2026/05/23 06:32:41.772, 1, 3, 20812, 11683
2026/05/23 06:32:41.773, 2, 3, 20812, 11683
2026/05/23 06:32:41.773, 3, 3, 20812, 11683
2026/05/23 06:32:41.773, 4, 2, 20812, 11683
2026/05/23 06:32:41.774, 5, 3, 17406, 15089
2026/05/23 06:32:41.774, 6, 0, 17508, 14987
2026/05/23 06:32:41.774, 7, 2, 11582, 20913
2026/05/23 06:32:42.880, 0, 3, 21794, 10701
2026/05/23 06:32:42.880, 1, 2, 20812, 11683
2026/05/23 06:32:42.881, 2, 3, 20812, 11683
2026/05/23 06:32:42.881, 3, 3, 20812, 11683
2026/05/23 06:32:42.881, 4, 3, 20812, 11683
2026/05/23 06:32:42.881, 5, 3, 17406, 15089
2026/05/23 06:32:42.882, 6, 0, 17508, 14987
2026/05/23 06:32:42.882, 7, 3, 11582, 20913
2026/05/23 06:32:44.078, 0, 0, 21794, 10701
2026/05/23 06:32:44.078, 1, 1, 20812, 11683
2026/05/23 06:32:44.078, 2, 2, 20812, 11683
2026/05/23 06:32:44.079, 3, 1, 20812, 11683
2026/05/23 06:32:44.079, 4, 2, 20812, 11683
2026/05/23 06:32:44.079, 5, 1, 17406, 15089
2026/05/23 06:32:44.079, 6, 0, 17508, 14987
2026/05/23 06:32:44.079, 7, 1, 11582, 20913
2026/05/23 06:32:45.204, 0, 8, 21794, 10701
2026/05/23 06:32:45.205, 1, 2, 20812, 11683
2026/05/23 06:32:45.205, 2, 2, 20812, 11683
2026/05/23 06:32:45.205, 3, 2, 20812, 11683
2026/05/23 06:32:45.205, 4, 2, 20812, 11683
2026/05/23 06:32:45.205, 5, 2, 17406, 15089
2026/05/23 06:32:45.206, 6, 0, 17508, 14987
2026/05/23 06:32:45.206, 7, 2, 11582, 20913
2026/05/23 06:32:46.333, 0, 3, 21794, 10701
2026/05/23 06:32:46.334, 1, 3, 20812, 11683
2026/05/23 06:32:46.334, 2, 3, 20812, 11683
2026/05/23 06:32:46.334, 3, 3, 20812, 11683
2026/05/23 06:32:46.335, 4, 3, 20812, 11683
2026/05/23 06:32:46.335, 5, 3, 17406, 15089
2026/05/23 06:32:46.335, 6, 0, 17508, 14987
2026/05/23 06:32:46.335, 7, 0, 11648, 20847
2026/05/23 06:32:47.475, 0, 3, 21794, 10701
2026/05/23 06:32:47.475, 1, 3, 20812, 11683
2026/05/23 06:32:47.476, 2, 3, 20812, 11683
2026/05/23 06:32:47.476, 3, 3, 20812, 11683
2026/05/23 06:32:47.476, 4, 3, 20812, 11683
2026/05/23 06:32:47.477, 5, 3, 17406, 15089
2026/05/23 06:32:47.477, 6, 0, 17508, 14987
